movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
Jung_E,,TV-14,"['Action', ' Adventure', ' Drama']",98,5.5,52,9782,55.0
Supernova,,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.8,19,18817,48.0
Seeking a Friend for the End of the World,,R,"['Adventure', ' Comedy', ' Drama']",101,6.7,59,117449,67.0
Silent Running,,G,"['Drama', ' Sci-Fi']",89,6.6,67,30684,66.0
Elizabeth Harvest,,R,"['Horror', ' Sci-Fi', ' Thriller']",108,5.8,54,9313,58.0
The Bride of Frankenstein,,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",75,7.8,95,51084,78.0
Beneath the Planet of the Apes,,G,"['Action', ' Adventure', ' Sci-Fi']",95,6.0,46,49492,60.0
IO,,TV-14,"['Adventure', ' Drama', ' Sci-Fi']",96,4.8,40,35690,48.0
Space Sweepers,,TV-MA,"['Action', ' Adventure', ' Drama']",136,6.5,64,27583,65.0
Cabin Fever,,R,"['Horror', ' Sci-Fi', ' Thriller']",99,3.7,14,10717,37.0
Pontypool,,Not Rated,"['Horror', ' Sci-Fi']",93,6.5,54,34139,65.0
Fullmetal Alchemist,,TV-14,"['Action', ' Adventure', ' Fantasy']",135,5.3,48,20885,53.0
Artemis Fowl,,PG,"['Adventure', ' Family', ' Fantasy']",95,4.3,31,29844,43.0
The House with a Clock in Its Walls,,PG,"['Comedy', ' Family', ' Fantasy']",105,6.1,57,53993,61.0
Pokémon: The First Movie - Mewtwo Strikes Back,,G,"['Animation', ' Action', ' Adventure']",96,6.2,35,44847,62.0
Astro Boy,,PG,"['Animation', ' Action', ' Adventure']",94,6.2,53,38750,62.0
These Final Hours,,R,"['Drama', ' Sci-Fi', ' Thriller']",87,6.6,61,18406,66.0
The Philadelphia Experiment,,PG,"['Adventure', ' Drama', ' Romance']",102,6.1,44,16270,61.0
Outland,,R,"['Action', ' Crime', ' Sci-Fi']",109,6.6,48,31490,66.0
Splinter,,R,"['Crime', ' Horror', ' Sci-Fi']",82,6.1,58,39884,61.0
Kin,,PG-13,"['Action', ' Drama', ' Sci-Fi']",102,5.8,35,18085,58.0
Aniara,,R,"['Drama', ' Sci-Fi']",106,6.3,61,10563,63.0
Species II,,R,"['Action', ' Horror', ' Sci-Fi']",93,4.5,19,30500,45.0
Southland Tales,,R,"['Comedy', ' Drama', ' Mystery']",145,5.3,44,39904,53.0
Fantastic Voyage,,PG,"['Adventure', ' Sci-Fi']",100,6.8,72,20217,68.0
Fortress,,R,"['Action', ' Crime', ' Sci-Fi']",95,5.9,48,29847,59.0
Antiviral,,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",108,5.7,55,14895,57.0
Runaway,,PG-13,"['Action', ' Crime', ' Sci-Fi']",99,5.8,50,14057,58.0
The Untamed,,Not Rated,"['Drama', ' Horror', ' Mystery']",98,6.1,72,6295,61.0
Thunderbirds,,PG,"['Action', ' Adventure', ' Comedy']",95,4.3,36,14274,43.0
Time Lapse,,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",104,6.5,50,47901,65.0
What Lies Below,,TV-MA,"['Drama', ' Horror', ' Mystery']",87,4.4,35,8194,44.0
2067,,Not Rated,"['Mystery', ' Sci-Fi']",114,4.9,39,11040,49.0
The Cave,,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",97,5.1,30,40461,51.0
Saturn 3,,R,"['Adventure', ' Horror', ' Sci-Fi']",88,5.1,9,10139,51.0
Invaders from Mars,,PG,"['Horror', ' Sci-Fi']",100,5.5,56,10032,55.0
V/H/S/2,,R,"['Horror', ' Sci-Fi']",96,6.0,49,42403,60.0
Brian and Charles,,PG,"['Comedy', ' Drama', ' Sci-Fi']",90,6.7,66,7344,67.0
Quarantine,,R,"['Horror', ' Sci-Fi', ' Thriller']",89,5.9,53,75660,59.0
The City of Lost Children,,R,"['Drama', ' Fantasy', ' Sci-Fi']",112,7.5,73,70541,75.0
Virus,,R,"['Action', ' Horror', ' Sci-Fi']",99,5.0,19,29211,50.0
A Boy and His Dog,,R,"['Comedy', ' Drama', ' Sci-Fi']",91,6.4,68,18621,64.0
Archive,,TV-MA,"['Drama', ' Mystery', ' Sci-Fi']",109,6.4,67,24984,64.0
Escape to Witch Mountain,,G,"['Adventure', ' Family', ' Fantasy']",97,6.3,60,11001,63.0
The Curse of Frankenstein,,Approved,"['Horror', ' Sci-Fi', ' Thriller']",82,7.0,59,12060,70.0
Z for Zachariah,,PG-13,"['Drama', ' Romance', ' Sci-Fi']",98,6.0,68,32092,60.0
Mother/Android,,R,"['Drama', ' Sci-Fi', ' Thriller']",110,4.9,43,20495,49.0
The Discovery,,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",102,6.2,54,36402,62.0
Jiu Jitsu,,R,"['Action', ' Sci-Fi', ' Thriller']",102,2.9,27,9660,29.0
xXx: State of the Union,,PG-13,"['Action', ' Adventure', ' Crime']",101,4.5,37,72595,45.0
Lockout,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",95,6.0,48,100134,60.0
Aporia,,R,"['Drama', ' Sci-Fi']",104,6.2,60,98,62.0
Chopping Mall,,R,"['Horror', ' Sci-Fi']",77,5.6,22,16312,56.0
Plan 9 from Outer Space,,Not Rated,"['Horror', ' Sci-Fi']",79,3.9,56,39724,39.0
Officer Downe,,R,"['Action', ' Comedy', ' Sci-Fi']",88,4.2,26,2223,42.0
Aliens in the Attic,,PG,"['Adventure', ' Comedy', ' Family']",86,5.4,42,23614,54.0
Evangelion: 3.0+1.01 Thrice Upon a Time,,TV-MA,"['Animation', ' Action', ' Drama']",154,8.0,84,12769,80.0
Dreamscape,,PG-13,"['Action', ' Adventure', ' Horror']",99,6.3,63,17656,63.0
Victor Frankenstein,,PG-13,"['Drama', ' Horror', ' Sci-Fi']",110,5.9,36,58769,59.0
Sweetheart,,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",82,5.8,71,9260,58.0
The Man with Two Brains,,R,"['Comedy', ' Romance', ' Sci-Fi']",93,6.4,61,27320,64.0
The Double,,R,"['Comedy', ' Drama', ' Mystery']",93,6.5,68,52116,65.0
Class of 1999,,R,"['Action', ' Horror', ' Sci-Fi']",99,5.9,33,8282,59.0
The Beach House,,Not Rated,"['Drama', ' Horror', ' Mystery']",88,5.3,64,7977,53.0
My Super Ex-Girlfriend,,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",96,5.2,50,66111,52.0
G-Force,,PG,"['Animation', ' Action', ' Adventure']",88,5.1,41,48768,51.0
Upstream Color,,Not Rated,"['Drama', ' Sci-Fi']",96,6.5,81,34482,65.0
Swan Song,,R,"['Drama', ' Romance', ' Sci-Fi']",116,6.8,66,16080,68.0
Anna,,R,"['Drama', ' Mystery', ' Sci-Fi']",99,6.4,42,24562,64.0
Outside the Wire,,R,"['Action', ' Adventure', ' Fantasy']",114,5.4,45,44449,54.0
Seconds,,R,"['Sci-Fi', ' Thriller']",106,7.6,71,21311,76.0
The Little Prince,,PG,"['Animation', ' Adventure', ' Drama']",108,7.7,70,64945,77.0
The Tuxedo,,PG-13,"['Action', ' Comedy', ' Sci-Fi']",98,5.4,30,86891,54.0
The Last Days of American Crime,,TV-MA,"['Action', ' Crime', ' Drama']",148,3.8,15,12173,38.0
Turbo Kid,,Not Rated,"['Action', ' Adventure', ' Comedy']",93,6.7,60,29127,67.0
District B13,,R,"['Action', ' Crime', ' Sci-Fi']",84,7.1,70,72639,71.0
Atlas Shrugged: Part I,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,5.6,28,14128,56.0
Equals,,PG-13,"['Drama', ' Romance', ' Sci-Fi']",101,6.0,43,32085,60.0
Body Snatchers,,R,"['Horror', ' Sci-Fi']",87,6.0,65,20542,60.0
Cosmic Sin,,R,"['Action', ' Sci-Fi']",88,2.5,9,14622,25.0
Nowhere,,R,"['Comedy', ' Drama', ' Sci-Fi']",82,6.4,44,9792,64.0
My Stepmother Is an Alien,,PG-13,"['Comedy', ' Sci-Fi']",105,5.4,47,27246,54.0
Memoria,,PG,"['Drama', ' Mystery', ' Sci-Fi']",136,6.5,91,10333,65.0
Something in the Dirt,,R,"['Comedy', ' Horror', ' Mystery']",116,5.9,76,4364,59.0
Freaked,,PG-13,"['Comedy', ' Sci-Fi']",80,6.3,58,7811,63.0
The Titan,,TV-MA,"['Drama', ' Mystery', ' Romance']",97,4.8,33,32829,48.0
Planet 51,,PG,"['Animation', ' Adventure', ' Comedy']",91,6.0,39,57439,60.0
Teen Titans GO! To the Movies,,PG,"['Animation', ' Action', ' Adventure']",84,6.7,69,20963,67.0
Amazon Women on the Moon,,R,"['Comedy', ' Sci-Fi']",85,6.2,42,12331,62.0
On the Beach,,Approved,"['Drama', ' Romance', ' Sci-Fi']",134,7.1,55,14017,71.0
Rollerball,,PG-13,"['Action', ' Sci-Fi', ' Sport']",98,3.1,14,29017,31.0
Fatman,,R,"['Action', ' Adventure', ' Comedy']",100,5.9,40,28186,59.0
Black Box,,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",100,6.2,62,16401,62.0
Cowboy Bebop: The Movie,,TV-14,"['Animation', ' Action', ' Crime']",115,7.8,61,51290,78.0
Upside Down,,PG-13,"['Drama', ' Fantasy', ' Romance']",109,6.3,45,73204,63.0
Freejack,,R,"['Action', ' Crime', ' Sci-Fi']",110,5.4,34,17032,54.0
The Osiris Child,,Not Rated,"['Action', ' Adventure', ' Drama']",95,5.5,55,8979,55.0
Alone in the Dark,,R,"['Action', ' Horror', ' Sci-Fi']",96,2.4,9,46568,24.0
Highlander: Endgame,,R,"['Action', ' Adventure', ' Fantasy']",87,4.6,21,20984,46.0
Occupation,,R,"['Action', ' Drama', ' Sci-Fi']",119,4.5,45,17005,45.0
Firestarter,,R,"['Action', ' Horror', ' Sci-Fi']",114,6.0,50,35882,60.0
Over the Moon,,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,60,24181,63.0
Phantoms,,R,"['Horror', ' Sci-Fi', ' Thriller']",96,5.4,26,21831,54.0
Baby Geniuses,,PG,"['Comedy', ' Crime', ' Family']",97,2.5,6,27352,25.0
The Survivalist,,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",104,6.4,80,18222,64.0
Big Bug,,TV-MA,"['Comedy', ' Sci-Fi']",111,5.5,46,9820,55.0
The Lazarus Effect,,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",83,5.2,31,45255,52.0
Testament,,PG,"['Drama', ' Sci-Fi']",90,6.9,71,6904,69.0
Black Sheep,,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",87,5.8,62,41598,58.0
Bleeding Steel,,R,"['Action', ' Sci-Fi', ' Thriller']",109,5.1,43,10778,51.0
Demon Seed,,Approved,"['Horror', ' Sci-Fi']",94,6.3,55,9660,63.0
Beyond Skyline,,R,"['Action', ' Adventure', ' Sci-Fi']",106,5.3,46,22897,53.0
Sleeper,,PG,"['Comedy', ' Sci-Fi']",89,7.1,77,44164,71.0
The Invisible Man,,TV-PG,"['Horror', ' Sci-Fi']",71,7.6,87,38008,76.0
Ultraviolet,,PG-13,"['Action', ' Sci-Fi']",88,4.3,18,83335,43.0
Liquid Sky,,R,"['Sci-Fi', ' Thriller']",112,6.0,66,6689,60.0
Underdog,,PG,"['Action', ' Adventure', ' Comedy']",84,4.8,37,22343,48.0
Piranha II: The Spawning,,R,"['Horror', ' Sci-Fi', ' Thriller']",94,3.8,15,9435,38.0
Rabid,,R,"['Horror', ' Sci-Fi']",91,6.3,56,20582,63.0
Light of My Life,,R,"['Drama', ' Sci-Fi', ' Thriller']",119,6.6,67,14713,66.0
John Dies at the End,,R,"['Comedy', ' Fantasy', ' Horror']",99,6.3,53,39682,63.0
Multiplicity,,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",117,6.1,53,34280,61.0
Repo Men,,R,"['Action', ' Sci-Fi', ' Thriller']",111,6.3,32,109485,63.0
Split Second,,R,"['Action', ' Crime', ' Horror']",90,6.0,26,16008,60.0
Return of the Living Dead II,,R,"['Comedy', ' Horror', ' Sci-Fi']",89,5.7,45,20855,57.0
A-X-L,,PG,"['Action', ' Adventure', ' Drama']",98,5.3,29,12851,53.0
Brainstorm,,PG,"['Sci-Fi', ' Thriller']",106,6.4,57,12625,64.0
Books of Blood,,TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8876,56.0
The Ice Pirates,,PG,"['Action', ' Adventure', ' Comedy']",91,5.6,44,11512,56.0
Little Fish,,Unrated,"['Drama', ' Romance', ' Sci-Fi']",101,6.9,71,6636,69.0
Don't Let Go,,R,"['Drama', ' Horror', ' Mystery']",103,6.4,49,12130,64.0
Slaughterhouse-Five,,R,"['Comedy', ' Drama', ' Sci-Fi']",104,6.8,66,13605,68.0
Deadly Friend,,R,"['Drama', ' Horror', ' Sci-Fi']",91,5.5,44,8437,55.0
Highlander: The Final Dimension,,PG-13,"['Action', ' Fantasy', ' Romance']",99,4.4,28,21736,44.0
On the Silver Globe,,Unrated,"['Adventure', ' Drama', ' Fantasy']",166,7.2,72,4042,72.0
DeepStar Six,,R,"['Action', ' Horror', ' Sci-Fi']",99,5.3,34,12711,53.0
S1m0ne,,PG-13,"['Comedy', ' Drama', ' Sci-Fi']",117,6.1,49,61813,61.0
The Animal Kingdom,,,"['Adventure', ' Drama', ' Sci-Fi']",130,7.2,70,92,72.0
I Still See You,,PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",98,5.8,31,11008,58.0
Electric Dreams,,PG,"['Comedy', ' Drama', ' Music']",95,6.4,52,9551,64.0
Attack of the Killer Tomatoes!,,PG,"['Adventure', ' Comedy', ' Horror']",83,4.6,9,14486,46.0
Mars Needs Moms,,PG,"['Animation', ' Action', ' Adventure']",88,5.4,49,23457,54.0
Settlers,,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",103,4.8,56,5637,48.0
The Bay,,R,"['Horror', ' Sci-Fi', ' Thriller']",84,5.7,65,28852,57.0
Maggie,,PG-13,"['Drama', ' Horror', ' Sci-Fi']",95,5.6,52,45863,56.0
Shin Ultraman,,,"['Action', ' Adventure', ' Drama']",118,6.5,84,3067,65.0
Ra.One,,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",156,4.7,60,45076,47.0
Abbott and Costello Meet Frankenstein,,Not Rated,"['Comedy', ' Family', ' Fantasy']",83,7.3,69,18588,73.0
The Visitor,,R,"['Horror', ' Sci-Fi']",108,5.2,65,4312,52.0
Body Bags,,R,"['Comedy', ' Horror', ' Sci-Fi']",94,6.2,54,11940,62.0
Honeymoon,,R,"['Drama', ' Fantasy', ' Horror']",87,5.7,65,26850,57.0
How to Talk to Girls at Parties,,R,"['Comedy', ' Music', ' Romance']",102,5.7,50,12004,57.0
The Rage: Carrie 2,,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.8,42,17284,48.0
The Girl Who Leapt Through Time,,TV-PG,"['Animation', ' Adventure', ' Comedy']",98,7.7,66,69133,77.0
Jin-Roh: The Wolf Brigade,,R,"['Animation', ' Action', ' Drama']",102,7.3,59,17998,73.0
Paradise Hills,,TV-14,"['Fantasy', ' Mystery', ' Sci-Fi']",95,5.2,49,17099,52.0
The Congress,,Not Rated,"['Animation', ' Drama', ' Sci-Fi']",122,6.4,63,19554,64.0
The Man Who Killed Hitler and Then the Bigfoot,,Not Rated,"['Adventure', ' Drama', ' Sci-Fi']",98,5.7,51,13227,57.0
Final Fantasy: The Spirits Within,,PG-13,"['Animation', ' Action', ' Adventure']",106,6.4,49,83361,64.0
Igor,,PG,"['Animation', ' Comedy', ' Family']",87,5.9,40,23997,59.0
Rabid,,Not Rated,"['Horror', ' Sci-Fi']",107,5.2,43,6032,52.0
Millennium,,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",108,5.7,26,6730,57.0
Gentlemen Broncos,,PG-13,"['Adventure', ' Comedy', ' Sci-Fi']",90,6.1,28,12079,61.0
Plan 75,,,"['Drama', ' Sci-Fi']",113,6.6,70,1540,66.0
Radioflash,,Unrated,"['Drama', ' Sci-Fi', ' Thriller']",103,4.8,34,5319,48.0
Little Joe,,Not Rated,"['Drama', ' Horror', ' Mystery']",105,5.8,60,8825,58.0
Jem and the Holograms,,PG,"['Adventure', ' Drama', ' Family']",118,4.2,42,8191,42.0
Horror Express,,R,"['Adventure', ' Horror', ' Sci-Fi']",88,6.5,68,12026,65.0
Memoirs of an Invisible Man,,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",99,6.0,48,26220,60.0
Psycho Goreman,,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",95,6.3,67,14374,63.0
Clara,,Not Rated,"['Drama', ' Sci-Fi']",105,6.7,43,5548,67.0
Zoe,,R,"['Drama', ' Romance', ' Sci-Fi']",104,6.1,39,9912,61.0
Clockstoppers,,PG,"['Action', ' Adventure', ' Comedy']",94,5.2,40,14863,52.0
Warning,,R,"['Drama', ' Sci-Fi', ' Thriller']",86,4.6,53,5741,46.0
I Think We're Alone Now,,R,"['Drama', ' Mystery', ' Sci-Fi']",99,5.7,51,11781,57.0
America: The Motion Picture,,TV-MA,"['Animation', ' Action', ' Adventure']",98,5.6,38,7095,56.0
Area 51,,R,"['Horror', ' Mystery', ' Sci-Fi']",91,4.3,30,14859,43.0
Superintelligence,,PG,"['Action', ' Comedy', ' Romance']",106,5.4,41,11993,54.0
"Tomorrow, When the War Began",,R,"['Action', ' Adventure', ' Drama']",104,6.1,54,31675,61.0
Evangelion: 1.0 You Are (Not) Alone,,PG-13,"['Animation', ' Action', ' Drama']",98,7.5,66,26336,75.0
CJ7,,PG,"['Adventure', ' Comedy', ' Drama']",88,6.4,46,16695,64.0
New Rose Hotel,,R,"['Drama', ' Mystery', ' Sci-Fi']",93,5.1,31,5844,51.0
Project X,,PG,"['Comedy', ' Drama', ' Sci-Fi']",108,6.2,61,12614,62.0
Escape from the Planet of the Apes,,G,"['Action', ' Sci-Fi']",98,6.3,69,37514,63.0
Ticks,,R,"['Horror', ' Sci-Fi']",85,5.5,43,5506,55.0
Phantasm II,,R,"['Action', ' Fantasy', ' Horror']",97,6.4,42,16261,64.0
Left Behind: The Movie,,PG-13,"['Action', ' Drama', ' Fantasy']",96,4.3,22,10247,43.0
The Final Cut,,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,6.1,43,33944,61.0
Meander,,,"['Drama', ' Horror', ' Mystery']",90,5.4,63,10794,54.0
Double Team,,R,"['Action', ' Comedy', ' Sci-Fi']",93,4.8,44,35841,48.0
Solarbabies,,PG-13,"['Action', ' Adventure', ' Drama']",94,4.7,24,4824,47.0
Marooned,,G,"['Adventure', ' Drama', ' Sci-Fi']",134,5.9,62,5559,59.0
The Return of Swamp Thing,,PG-13,"['Action', ' Adventure', ' Comedy']",88,4.6,39,6066,46.0
Damnation Alley,,PG,['Sci-Fi'],91,5.2,30,5630,52.0
Diary of the Dead,,R,"['Fantasy', ' Horror', ' Sci-Fi']",95,5.5,66,48580,55.0
Cheech and Chong's Next Movie,,R,"['Comedy', ' Crime', ' Sci-Fi']",99,6.0,66,14666,60.0
Transit,,Not Rated,"['Drama', ' Sci-Fi']",101,6.9,82,11276,69.0
The Crazies,,R,"['Action', ' Horror', ' Sci-Fi']",103,6.1,63,14229,61.0
Megaforce,,PG,"['Action', ' Sci-Fi']",99,3.6,18,4190,36.0
Come True,,Unrated,"['Horror', ' Sci-Fi']",105,6.0,68,10245,60.0
Turbo: A Power Rangers Movie,,PG,"['Action', ' Adventure', ' Family']",99,3.6,35,9451,36.0
Last and First Men,,,"['Fantasy', ' Mystery', ' Sci-Fi']",70,6.7,80,4136,67.0
Charly,,M,"['Drama', ' Romance', ' Sci-Fi']",103,6.9,50,7105,69.0
Skylines,,R,"['Action', ' Adventure', ' Sci-Fi']",113,4.8,46,8783,48.0
Proximity,,Not Rated,"['Drama', ' Sci-Fi']",119,4.8,38,6394,48.0
Alien Nation,,R,"['Action', ' Sci-Fi']",91,6.3,45,16304,63.0
The Machine,,R,"['Action', ' Drama', ' Sci-Fi']",91,6.0,52,31841,60.0
Rubikon,,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",110,5.0,49,3716,50.0
Jeruzalem,,R,"['Horror', ' Sci-Fi', ' Thriller']",94,4.8,45,10547,48.0
Critters 2: The Main Course,,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,5.5,48,16298,55.0
Portals,,,"['Horror', ' Mystery', ' Sci-Fi']",85,3.2,30,1119,32.0
My Favorite Martian,,PG,"['Comedy', ' Family', ' Sci-Fi']",94,5.1,33,14142,51.0
The Astronaut's Wife,,R,"['Drama', ' Sci-Fi', ' Thriller']",109,5.4,37,56830,54.0
Young Ones,,R,"['Action', ' Drama', ' Romance']",100,5.8,47,10145,58.0
Max Steel,,PG-13,"['Action', ' Adventure', ' Fantasy']",92,4.6,22,20268,46.0
Meet Dave,,PG,"['Adventure', ' Comedy', ' Family']",90,5.1,43,42773,51.0
My Hero Academia: World Heroes' Mission,,PG-13,"['Animation', ' Action', ' Adventure']",101,7.1,51,5055,71.0
It's Such a Beautiful Day,,Not Rated,"['Animation', ' Comedy', ' Drama']",62,8.2,90,15152,82.0
The Adventures of Pluto Nash,,PG-13,"['Action', ' Comedy', ' Sci-Fi']",95,3.9,12,26598,39.0
Richard III,,R,"['Drama', ' Sci-Fi', ' War']",110,7.3,86,15273,73.0
My Science Project,,PG,"['Action', ' Adventure', ' Comedy']",94,5.9,38,6263,59.0
Little Monsters,,R,"['Comedy', ' Horror', ' Sci-Fi']",93,6.3,59,18543,63.0
Sound of My Voice,,R,"['Drama', ' Mystery', ' Sci-Fi']",85,6.6,67,22580,66.0
The Mating Habits of the Earthbound Human,,R,"['Comedy', ' Sci-Fi']",88,6.3,26,6447,63.0
Monkey Shines,,R,"['Drama', ' Horror', ' Sci-Fi']",113,6.2,71,12593,62.0
Superbabies: Baby Geniuses 2,,PG,"['Comedy', ' Family', ' Sci-Fi']",88,1.5,9,31553,15.0
Until the End of the World,,R,"['Action', ' Drama', ' Sci-Fi']",158,6.8,63,10897,68.0
The Remaining,,PG-13,"['Drama', ' Horror', ' Mystery']",88,4.3,38,7995,43.0
Needle in a Timestack,,R,"['Drama', ' Fantasy', ' Romance']",111,5.3,42,2100,53.0
The Absent Minded Professor,,Approved,"['Comedy', ' Family', ' Sci-Fi']",92,6.7,75,8941,67.0
Night of the Lepus,,PG,"['Horror', ' Sci-Fi', ' Thriller']",88,4.1,37,5307,41.0
Future World,,R,"['Action', ' Adventure', ' Sci-Fi']",88,3.3,10,6674,33.0
Steel Dawn,,R,"['Action', ' Adventure', ' Sci-Fi']",100,5.1,24,5377,51.0
Stake Land,,R,"['Drama', ' Horror', ' Sci-Fi']",98,6.4,66,43587,64.0
It's Alive,,PG,"['Horror', ' Sci-Fi']",91,5.8,72,8491,58.0
The Apple,,PG,"['Music', ' Musical', ' Sci-Fi']",90,4.3,39,2574,43.0
After Blue,,Unrated,"['Fantasy', ' Sci-Fi']",129,5.5,56,847,55.0
Phase IV,,PG,"['Horror', ' Sci-Fi', ' Thriller']",84,6.4,49,9148,64.0
Évolution,,Not Rated,"['Drama', ' Horror', ' Mystery']",81,5.9,77,7417,59.0
Frogs,,PG,"['Horror', ' Mystery', ' Sci-Fi']",91,4.4,51,7363,44.0
The Day,,R,"['Action', ' Drama', ' Horror']",87,5.2,41,13115,52.0
Kaboom,,Not Rated,"['Comedy', ' Mystery', ' Romance']",86,5.7,64,13575,57.0
Bride of Re-Animator,,R,"['Comedy', ' Horror', ' Sci-Fi']",96,6.2,54,16966,62.0
Extraterrestrial,,Not Rated,"['Action', ' Horror', ' Mystery']",101,5.0,38,16404,50.0
Right at Your Door,,R,"['Drama', ' Sci-Fi', ' Thriller']",96,6.1,57,14177,61.0
Steel,,PG-13,"['Action', ' Adventure', ' Crime']",97,2.9,28,14718,29.0
Sleight,,R,"['Crime', ' Drama', ' Sci-Fi']",89,5.9,62,9101,59.0
Citizen Toxie: The Toxic Avenger IV,,R,"['Action', ' Comedy', ' Fantasy']",109,6.0,41,5990,60.0
Slash/Back,,,"['Adventure', ' Horror', ' Sci-Fi']",86,5.7,67,1670,57.0
The Incredible Shrinking Man,,Not Rated,"['Horror', ' Sci-Fi']",81,7.6,73,19168,76.0
Muppets from Space,,G,"['Adventure', ' Comedy', ' Family']",87,6.2,53,20252,62.0
A Shaun the Sheep Movie: Farmageddon,,G,"['Animation', ' Adventure', ' Comedy']",86,6.8,79,14953,68.0
The Computer Wore Tennis Shoes,,G,"['Comedy', ' Family', ' Sci-Fi']",91,5.9,54,5710,59.0
Evangelion: 2.0 You Can (Not) Advance,,,"['Animation', ' Action', ' Drama']",112,7.9,46,23678,79.0
Silent Rage,,R,"['Action', ' Crime', ' Horror']",103,5.4,31,6405,54.0
Universal Soldier: Day of Reckoning,,R,"['Action', ' Horror', ' Mystery']",114,5.1,58,21039,51.0
Encounter,,R,"['Drama', ' Sci-Fi', ' Thriller']",108,5.9,57,10625,59.0
Conquest of the Planet of the Apes,,PG,"['Action', ' Sci-Fi']",88,6.1,49,34554,61.0
Village of the Damned,,Not Rated,"['Horror', ' Sci-Fi']",77,7.3,77,18567,73.0
A Sound of Thunder,,PG-13,"['Action', ' Adventure', ' Horror']",110,4.2,24,20246,42.0
Beavis and Butt-Head Do the Universe,,13+,"['Animation', ' Comedy', ' Sci-Fi']",87,7.0,70,12557,70.0
Open Grave,,Unrated,"['Horror', ' Mystery', ' Sci-Fi']",102,6.2,33,30812,62.0
Bubble,,TV-PG,"['Animation', ' Action', ' Adventure']",100,6.3,56,7244,63.0
Battle for the Planet of the Apes,,G,"['Action', ' Sci-Fi']",93,5.4,40,32577,54.0
Phineas and Ferb the Movie: Candace Against the Universe,,TV-G,"['Animation', ' Adventure', ' Comedy']",86,7.1,77,5157,71.0
Tentacles,,PG,"['Action', ' Adventure', ' Comedy']",102,3.7,36,4223,37.0
Meteor,,PG,"['Action', ' Drama', ' Sci-Fi']",108,5.0,27,7879,50.0
The Last Mimzy,,PG,"['Action', ' Adventure', ' Drama']",90,6.2,59,22019,62.0
Shorts,,PG,"['Adventure', ' Comedy', ' Family']",89,4.7,53,7806,47.0
The Seed,,,"['Comedy', ' Horror', ' Sci-Fi']",91,4.8,52,1942,48.0
Good Boy,,PG,"['Comedy', ' Drama', ' Family']",87,5.1,49,4576,51.0
Saturday the 14th,,PG,"['Comedy', ' Fantasy', ' Horror']",75,4.6,13,4754,46.0
Banshee Chapter,,R,"['Horror', ' Mystery', ' Sci-Fi']",87,5.4,62,10566,54.0
The Cat from Outer Space,,G,"['Comedy', ' Family', ' Sci-Fi']",104,6.0,58,5694,60.0
Nutty Professor II: The Klumps,,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",106,4.4,38,52439,44.0
Men & Chicken,,Not Rated,"['Comedy', ' Drama', ' Mystery']",104,6.7,64,13967,67.0
The Signal,,R,"['Horror', ' Sci-Fi', ' Thriller']",103,6.0,63,21659,60.0
iBoy,,TV-MA,"['Action', ' Crime', ' Sci-Fi']",90,5.9,50,23921,59.0
Prophecy,,PG,"['Horror', ' Sci-Fi', ' Thriller']",102,5.5,41,5846,55.0
Restore Point,,,"['Crime', ' Drama', ' Sci-Fi']",111,6.8,75,65,68.0
Rupture,,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",102,4.9,35,7579,49.0
Universal Soldier: The Return,,R,"['Action', ' Sci-Fi']",83,4.2,24,30293,42.0
Undergods,,,"['Drama', ' Sci-Fi', ' Thriller']",92,5.4,71,1362,54.0
Cocoon: The Return,,PG,"['Adventure', ' Comedy', ' Mystery']",116,5.4,45,17033,54.0
Ballistic: Ecks vs. Sever,,R,"['Action', ' Crime', ' Mystery']",91,3.6,19,20786,36.0
